"DocCat","DocSoort","Pad","Filenaam","Referentie","Datum"
"Sparen","Overzicht","Sparen\2015\FIN-ASR-Spaarkas(5150731)(Saldo31-12-2014).pdf","FIN-ASR-Spaarkas(5150731)(Saldo31-12-2014)","5150731 - ASR - Saldo per 31-12-2014","2015-03-01"
"Apparaat","Gebruiksaanwijzing","Apparaat\2017\125444-an-01-ml-VOLTCRAFT_ENERGY_LOGGER_4000_EK_de_en_nl.pdf","125444-an-01-ml-VOLTCRAFT_ENERGY_LOGGER_4000_EK_de_en_nl","Voltcraft Energy Logger 4000","2017-08-24"
"Auto","Bevestiging","Auto\2017\AUTO-30-ZP-VH (mototrijtuigenbelasting).pdf","AUTO-30-ZP-VH (mototrijtuigenbelasting)","30-ZP-VH - Automatische incasso motorrijtuigenbelasting  137 / 3 maanden","2017-04-06"
"BMN","Formulier","BMN\2014\13519862-13SNN7-SchadeForm(15-8-2014).pdf","13519862-13SNN7-SchadeForm(15-8-2014)","13-SNN-7 Schadeformulier bumper","2014-08-15"
"BMN","Formulier","BMN\2014\14059739-13SNN7-SchadeForm(23-10-14).pdf","14059739-13SNN7-SchadeForm(23-10-14)","13-SNN-7 - Schadeformulier - Beschadiging dak","2014-10-23"
"LG73","Bevestiging","LG73\2014\20140825OfferteItParadyske(Getekend).pdf","20140825OfferteItParadyske(Getekend)","Schuur achterste tuin getekende offerte","2014-08-22"
"Software","Overzicht","Software\2014\AdobeAcrobat11(standard)(SerialNumber).pdf","AdobeAcrobat11(standard)(SerialNumber)","Adobe Acrobat 11 Licentienummers","2014-08-09"
"Elektronica","Schema","Elektronica\2014\DEV-iPadRemote-NAS(9-10-2014).pdf","DEV-iPadRemote-NAS(9-10-2014)","iPad Remote NAS aansturing","2014-10-09"
"Hypotheek","Bevestiging","Hypotheek\2014\Fin-Hyp-(200472902)(NieuweRente)(2-9-2014).pdf","Fin-Hyp-(200472902)(NieuweRente)(2-9-2014)","200472902 - Woonfonds - Bevestiging nieuwe rente","2014-09-02"
"Hypotheek","Brief","Hypotheek\2014\FIN-HYP-776262-(30-7-2014)(onterechteHerinnering).pdf","FIN-HYP-776262-(30-7-2014)(onterechteHerinnering)","76262 - Onterechte herinnering","2014-07-30"
"Hypotheek","Overzicht","Hypotheek\2014\FIN-Hyp-002004729-WijzigingMaandbedragen(22-9-2014).pdf","FIN-Hyp-002004729-WijzigingMaandbedragen(22-9-2014)","002004729 Woonfonds Wijziging maandbedragen","2014-09-22"
"Hypotheek","Overzicht","Hypotheek\2014\Fin-Hyp-CB131493209-00-Overzicht(12-2014).pdf","Fin-Hyp-CB131493209-00-Overzicht(12-2014)","CB131493209-00 Centraal Beheer 70K","2014-11-25"
"Hypotheek","Overzicht","Hypotheek\2014\Fin-Hyp-CB131495000-00-Overzicht(12-2014).pdf","Fin-Hyp-CB131495000-00-Overzicht(12-2014)","CB129030 - Overzicht 20K","2014-11-25"
"Pensioen","Overzicht","Pensioen\2014\FIN-Pensioen-UniformOverzicht(08-2014).pdf","FIN-Pensioen-UniformOverzicht(08-2014)","CRH - UPO 2014","2014-08-01"
"Verzekering","Factuur","Verzekering\2014\Fin-Unive-Verz-Brand-Inboedel(01-10-2014).pdf","Fin-Unive-Verz-Brand-Inboedel(01-10-2014)","Unive Brandverzekering","2014-10-01"
"Gezondheid","Factuur","Gezondheid\2014\GEZ-Tandarts-KiesGetrokken(07-10-2014).pdf","GEZ-Tandarts-KiesGetrokken(07-10-2014)","Tandarts Kelbrick - Kies getrokken","2014-10-18"
"BMN","MindMap","BMN\2014\Kroon-Opleidiingen-cb-Trade.pdf","Kroon-Opleidiingen-cb-Trade","Kroon opleidingen 2014","2014-09-16"
"BMN","Formulier","BMN\2014\WRK-Kroon-Aanschaf-AccesoiresElekGereedSchap(10-2014).pdf","WRK-Kroon-Aanschaf-AccesoiresElekGereedSchap(10-2014)","Kroon - afleverbon accessoires elektrich gereedschap","2014-10-03"
"Fokke","Schema","Fokke\2014\Peugeot-Vivacity(Bedradingsschema(8-2014)(AltijdEerstLampControleren)+Wisselspannng.pdf","Peugeot-Vivacity(Bedradingsschema(8-2014)(AltijdEerstLampControleren)+Wisselspannng","Peugeot Vivacity - Bedradingsschema - Ervarig : Eerst lamp controleren en het is Wisselspanning !","2014-08-01"
"BMN","Formulier","BMN\2013\Vak-Aanrijding(13-SNN-7)KarlsRuhe(09-08-2013).pdf","Vak-Aanrijding(13-SNN-7)KarlsRuhe(09-08-2013)","13-SNN-7 - Aanrijding Karlsruhe.","2013-08-09"
"Geert","Nostalgie","Geert\2014\SinterklaasGedichten2014.pdf","SinterklaasGedichten2014","Sinterklaas gedicht 2014","2014-12-05"
"Geert","Formulier","Geert\2014\Zippo-RepairForm.pdf","Zippo-RepairForm","Zippo - Repair form.","2014-10-21"
"Vakantie","Factuur","Vakantie\2014\VAK-Bonnen2014.pdf","VAK-Bonnen2014","Zomervakantie 2014 bonnetjes","2014-08-15"
"Verzekering","Brief","Verzekering\2014\VERZ-Ardanta-Indexering.pdf","VERZ-Ardanta-Indexering","Ardanta - Indexering","2014-12-01"
"IT-Alg","Bevestiging","IT-Alg\2005\ADSLInloggegevens.pdf","ADSLInloggegevens","Het net - ADSL inloggegevens","2005-07-28"
"Auto","Tijdschrift","Auto\2005\FiatCroma(Test autovisie07-2005).pdf","FiatCroma(Test autovisie07-2005)","Fiat Croma (Autovisie)","2005-07-21"
"BMN","Overzicht","BMN\2006\Loonopgave2005.pdf","Loonopgave2005","Jaaropgave NVB Bouwstoffen 2005","2006-01-01"
"IT-Alg","Folder","IT-Alg\1992\SkiltronicsCatalogus1992.pdf","SkiltronicsCatalogus1992","Skiltronics catalogus  ","1992-04-01"
"Software","Gebruiksaanwijzing","Software\1985\promcw97.pdf","promcw97","Trs80 C Compiler documentatie MISOSYS","1985-01-01"
"Software","Gebruiksaanwijzing","Software\2004\VanDSKnaarDisk.pdf","VanDSKnaarDisk","TRS80 - Files naar virtuele disken HTML","2004-11-18"
"Software","Gebruiksaanwijzing","Software\2004\cocodoc.pdf","cocodoc","CoCo emulator docs","2004-11-18"
"Software","Gebruiksaanwijzing","Software\2004\TRS80cpmutilbeschrijving.pdf","TRS80cpmutilbeschrijving","TRS80 - XTRS emulator CPM utilities","2004-11-23"
"Software","Gebruiksaanwijzing","Software\1981\BASIC Faster and Better.pdf","BASIC Faster and Better","TRS80 - Basic Faster and Better (Radio Shack)","1981-01-01"
"Hardware","Gebruiksaanwijzing","Hardware\1983\4pmodem.PDF","4pmodem","TRS80 Model 4P - Modem","1983-01-01"
"Hardware","Gebruiksaanwijzing","Hardware\1983\4prefgu.PDF","4prefgu","TRS80 - Model 4P Portable reference guide ","1983-01-01"
"Software","Gebruiksaanwijzing","Software\1978\Editor-Assembler Manual.pdf","Editor-Assembler Manual","TRS80 - Editor Assembler (Z80)","1978-01-01"
"Software","Gebruiksaanwijzing","Software\1983\m4trsdos.pdf","m4trsdos","TRS80 - Owners manual  TRSDOS / Basic","1983-01-01"
"Software","Gebruiksaanwijzing","Software\1983\m4dsom.pdf","m4dsom","TRS80 - Owners manual (Compleet)","1983-01-01"
"Software","Gebruiksaanwijzing","Software\1983\m4appendix.pdf","m4appendix","TRS80 - Owners manual (Alleen appendix)","1983-01-01"
"Software","Boek","Software\1981\Microsoft BASIC Decoded.pdf","Microsoft BASIC Decoded","TRS80 - Microsoft Basic Decoded","1981-01-01"
"Software","Boek","Software\1981\Microsoft BASIC Decoded - (Source).pdf","Microsoft BASIC Decoded - (Source)","TRS80 - Micosoft Basic Decoded (Assemblerlisting)","1981-01-01"
"Software","Boek","Software\1984\Model 4 BASIC Compiler User Manual.pdf","Model 4 BASIC Compiler User Manual","TRS80 M4 Basic Compiler Users manual","1984-01-01"
"Hardware","Boek","Hardware\1983\Model 4 Technical Manual.pdf","Model 4 Technical Manual","TRS80 - Model 4 Technical Reference Manual","1983-01-01"
"Software","Boek","Software\1980\Model III-4 Operation & BASIC Manual.pdf","Model III-4 Operation & BASIC Manual","TRS80 M4 Operation and Basic language reference Manual","1980-01-01"
"Software","Boek","Software\1984\Montezuma Micro CPM Manual.pdf","Montezuma Micro CPM Manual","TRS80 - CP/M 2.2 Manual","1984-01-01"
"Software","Boek","Software\1979\NewDOS Plus Manual.pdf","NewDOS Plus Manual","TRS80 - NewDOS Plus Manual","1979-11-03"
"Software","Boek","Software\1983\RS PASCAL Manual.pdf","RS PASCAL Manual","TRS80 - Alcor Pascal","1983-01-01"
"Software","Boek","Software\1983\RS PASCAL Manual - Quick Reference Guide.pdf","RS PASCAL Manual - Quick Reference Guide","TRS80 - Alcor Pascal - Quick Reference  Guide","1983-01-01"
"Familie","Factuur","Familie\2006\UitstapjePlankenWambuis2006(02).pdf","UitstapjePlankenWambuis2006(02)","Met Willy lopen bij Planken Wambuis","2006-02-21"
"Fokke","Formulier","Fokke\2005\ProefwerkAardrijkskunde.pdf","ProefwerkAardrijkskunde","Topografie van Duitsland - Toets van Fokke","2005-01-01"
"Fokke","Formulier","Fokke\2006\AanmeldingFokkeVoorImpulse.pdf","AanmeldingFokkeVoorImpulse","Aanmelding Fokke voor Impuls (per 2006)","2006-03-28"
"Fokke","Schema","Fokke\2006\FokkeMaaktTafelschikking(5-2-2006).pdf","FokkeMaaktTafelschikking(5-2-2006)","Tafelschikking door Fokke","2006-02-05"
"Elektronica","Boek","Elektronica\1971\PM5775_SM_PHILIPS_EN.pdf","PM5775_SM_PHILIPS_EN","PM5775 - Gebruiksaanwijzing en beschrijving schema","1971-01-01"
"Apparaat","Gebruiksaanwijzing","Apparaat\2012\GA-Sony-BDP-S790.pdf","GA-Sony-BDP-S790","Sony BDP-S790 - Blue-ray / DVD speler","2012-01-01"
"Apparaat","Gebruiksaanwijzing","Apparaat\2003\Beschrijving dimmer(PTS60).pdf","Beschrijving dimmer(PTS60)","Halogeendimmer PTS60","2003-07-27"
"Apparaat","Gebruiksaanwijzing","Apparaat\2005\Fietscomputer(Draadloos).pdf","Fietscomputer(Draadloos)","Fietscomputer - Draadloos - Snelheidsmeter Fiets","2005-07-31"
"Apparaat","Gebruiksaanwijzing","Apparaat\2008\ATEN_HDMI_4PORT_SWITCH_VS481A.pdf","ATEN_HDMI_4PORT_SWITCH_VS481A","Aten VS481A HDMI Switch","2008-01-01"
"Geert","Formulier","Geert\2005\09112005LageBloeddruk.pdf","09112005LageBloeddruk","MCL - Lage bloeddruk - Doorverwezen door Straat","2005-11-09"
"Willy","Formulier","Willy\2006\Willy-Lase2006Overeenkomst.pdf","Willy-Lase2006Overeenkomst","Laserbehandeling Overeenkomst","2006-03-09"
"Verzekering","Factuur","Verzekering\2005\Declaraties(27-3-2006).pdf","Declaraties(27-3-2006)","de Friesland - Declaraties","2005-10-24"
"Nuts","Bevestiging","Nuts\2012\Contractbevestiging-ENECO-2012-2016.pdf","Contractbevestiging-ENECO-2012-2016","Eneco - Contract 2012 - 2016","2012-09-26"
"LG73","Schema","LG73\1993\LytseGeast(Plattegrond)Riolering.pdf","LytseGeast(Plattegrond)Riolering","Jouke - Riolering en verdiepingsbalklaag","1993-07-01"
"Fokke","Schema","Fokke\2014\Vivacity wiring diagram SH.pdf","Vivacity wiring diagram SH","Peugeot Vivacity wiring diagram SH","2014-01-01"
"Familie","Bevestiging","Familie\2005\ADSLBasisgegevens.pdf","ADSLBasisgegevens","KPN HetNet Overzicht gegevens","2005-07-06"
"Familie","Brief","Familie\2004\SinterklaasGedicht.pdf","SinterklaasGedicht","Sinterklaas gedicht","2004-12-04"
"Familie","Brief","Familie\2005\SinterKlaasGedichten2005VanMaEnWilly.pdf","SinterKlaasGedichten2005VanMaEnWilly","Sinterklaasgedichten Mamme en Willy","2005-12-05"
"Auto","Overzicht","Auto\2006\LeaseOffertes206.pdf","LeaseOffertes206","Offerte Zafira Bouma en Sepp","2006-08-28"
"Fokke","Bevestiging","Fokke\2017\FdH-BachelorOfEducation(10-7-2017).pdf","FdH-BachelorOfEducation(10-7-2017)","NHL - Bachelor of Education","2017-07-10"
"Software","Overzicht","Software\1994\DOCIsam.pdf","DOCIsam","FdH - ISAM Functies bij Knipselprog","1994-04-10"
"Software","Overzicht","Software\1990\EersteOntwerpInTekst.pdf","EersteOntwerpInTekst","FdH - Knipselpog - Eerste ontwerp","1990-05-01"
"Software","Overzicht","Software\1994\FdH(DDI).pdf","FdH(DDI)","FdH - Knipselprog - DDI","1994-01-01"
"Software","Schema","Software\1993\FlowDiagramPerFunktie.pdf","FlowDiagramPerFunktie","FdH - Knipelprog - Flowdiagram Bewaren","1993-08-20"
"Software","Overzicht","Software\1994\OntwerpBitsetC.pdf","OntwerpBitsetC","FdH - Knipselprog - Bitset class ontwerp","1994-08-01"
"Software","Overzicht","Software\1994\OntwerpFunctiesC.pdf","OntwerpFunctiesC","FdH - KnipselProg - Functies in C","1994-08-01"
"Hardware","Gebruiksaanwijzing","Hardware\1998\usermanual_k8000.pdf","usermanual_k8000","K8000 Computer interface board","1998-01-01"
"Software","Bevestiging","Software\2002\Trainz(1)License.pdf","Trainz(1)License","Trainz License","2002-01-01"
"Belastingen","Bevestiging","Belastingen\2012\Fin-Belasting-VoorlopigeAanslag-WHJ-2012.pdf","Fin-Belasting-VoorlopigeAanslag-WHJ-2012","Voorlopige aanslag 2011","2012-05-30"
"IT-Alg","Bevestiging","IT-Alg\2012\Fin-Digitenne-Zenderwijziging-TariefNaar950.pdf","Fin-Digitenne-Zenderwijziging-TariefNaar950","Digitenne - Zenderwijziging - Nieuw tarief","2012-05-29"
"Elektronica","Schema","Elektronica\2012\HB-LedDisplayAansluitingen-Groen-Radiomarkt2012.pdf","HB-LedDisplayAansluitingen-Groen-Radiomarkt2012","7 segments LED display - Groen Radiomarkt Beetsterzwaag","2012-01-01"
"Fokke","Factuur","Fokke\2012\FdH-FacturenRijbewijs(2012).pdf","FdH-FacturenRijbewijs(2012)","Autorijschool Harry van der Meer","2012-04-02"
"Verzekering","Overzicht","Verzekering\2012\Fin-Axent-BegrafenisVerzekering-Resultaat2012(WhJ).pdf","Fin-Axent-BegrafenisVerzekering-Resultaat2012(WhJ)","Axent Begrafenisverzekering - Resultaat2012 (WHJ)","2012-05-26"
"Belastingen","Bevestiging","Belastingen\2012\Fin-Belasting2011-GdH-VoorlopigeAanslag.pdf","Fin-Belasting2011-GdH-VoorlopigeAanslag","Voorlopge aanslag 2011 - GdH","2012-06-08"
"Familie","Bevestiging","Familie\2012\Fin-GrafRechtWijkel2012.pdf","Fin-GrafRechtWijkel2012","Grafrecht Wijckel ","2012-05-08"
"Gezondheid","Gebruiksaanwijzing","Gezondheid\2012\Gez-Aarts(Mei2012)Medicijnen.pdf","Gez-Aarts(Mei2012)Medicijnen","Aarts - gebruik medicatie (Chamomilla)","2012-05-01"
"Nuts","Factuur","Nuts\2012\Nuts-Nunon-EnergieRekening(27-4-2011=26-4-2012)Transport.pdf","Nuts-Nunon-EnergieRekening(27-4-2011=26-4-2012)Transport","Nuon - Energierekening (27-4-11 - 26-4-2012)","2012-05-22"
"Software","Gebruiksaanwijzing","Software\1989\FRS-MumpTutorial(22-02-1989).pdf","FRS-MumpTutorial(22-02-1989)","Mumps tutorial GdH - FRS","1989-02-22"
"Werk","Nostalgie","Werk\2017\LC-CRV Stal Wirdum geopend (23-9-2017).pdf","LC-CRV Stal Wirdum geopend (23-9-2017)","CRV Stal bij Wirdum geopend(Dairy Breeding Centre)","2017-09-23"
"Werk","Overzicht","Werk\1990\FRS-Analyse-BorstOmvang-(6-2-1990).pdf","FRS-Analyse-BorstOmvang-(6-2-1990)","FRS - Analyse Borstomvang","1990-02-06"
"Werk","Nostalgie","Werk\1989\FRS-WdB-VerwerkenProductiePartijen-Tower.pdf","FRS-WdB-VerwerkenProductiePartijen-Tower","KI-NoordWest - Willem de Boer - Verwerken productiepartijen Tower","1989-01-01"
"Fokke","Factuur","Fokke\2012\FdH-Rijles2012-HarryVanDerMeer.pdf","FdH-Rijles2012-HarryVanDerMeer","Harry van der Meer - Rijles Fokke","2012-06-18"
"Werk","Boek","Werk\1990\FRS-FunctionalDesign-PRO-(20-10-1990).pdf","FRS-FunctionalDesign-PRO-(20-10-1990)","KI Giekerk - Functional Design Bull and Production Recording System","1990-10-20"
"Werk","MindMap","Werk\2012\MM-Wijcks-EersteScan(27-6-2012).pdf","MM-Wijcks-EersteScan(27-6-2012)","Wijcks - Eerste scan met Simon Kostman.","2012-06-27"
"LG73","Factuur","LG73\2012\LG-FactuurDennis(13-7-2012)PRJ-CV(GevelKachels).pdf","LG-FactuurDennis(13-7-2012)PRJ-CV(GevelKachels)","Dennis van der Laan - Verwijderen gevelkachels","2012-07-13"
"Nuts","Bevestiging","Nuts\2012\LG-KPN-InteractieveTV(07-2012).pdf","LG-KPN-InteractieveTV(07-2012)","KPN Interactieve TV","2012-06-25"
"Gezondheid","Formulier","Gezondheid\2012\GEZ-DeclaratieDeFriesland(29-7-2012).pdf","GEZ-DeclaratieDeFriesland(29-7-2012)","de Friesland - Declaratie (Aarts)","2012-07-29"
"Vakantie","Schema","Vakantie\2012\FietsRoute-DeFriesWouden(8-2012).pdf","FietsRoute-DeFriesWouden(8-2012)","Fietsroute de Friese Wouden","2012-08-01"
"Hardware","Factuur","Hardware\2012\Computer-(8-2012)-Factuur Intel120Gb SSD.pdf","Computer-(8-2012)-Factuur Intel120Gb SSD","Alternate - 120Gb Intel SSD (Greyhound)","2012-08-03"
"Belastingen","Bevestiging","Belastingen\2012\Fin-DefinitieveAanslag2012.pdf","Fin-DefinitieveAanslag2012","Definitieve aanslag 2011 - WHJ","2012-08-03"
"LG73","Factuur","LG73\2012\LG-CV(2012)Rekening(26-7-2012).pdf","LG-CV(2012)Rekening(26-7-2012)","Hoekstra Suwald - Installatie CV","2012-07-26"
"Hardware","Factuur","Hardware\2012\Comp-Asus-HD7770-DC-V2(Alternate)(210449411).pdf","Comp-Asus-HD7770-DC-V2(Alternate)(210449411)","Alternate Asus HD7770 Grafische Kaart (Z600)","2012-08-24"
"Nuts","Brief","Nuts\2012\Fin-KPN-Spotify-Abonnement-Activeren(8-2012).pdf","Fin-KPN-Spotify-Abonnement-Activeren(8-2012)","KPN Spotify activeren !","2012-08-14"
"Hardware","Gebruiksaanwijzing","Hardware\2012\IT-Wireles N Gigabit Router (TL-WR1043ND)(08-2012).pdf","IT-Wireles N Gigabit Router (TL-WR1043ND)(08-2012)","TP-Link - Gigabit Wireless Router (Keuken) TL-WR1043ND","2012-08-01"
"LG73","Bevestiging","LG73\2012\LG-CV-Onderhoudscontract-Hoekstra-Suwald(8-2012).pdf","LG-CV-Onderhoudscontract-Hoekstra-Suwald(8-2012)","Hoekstra Suwald - Onderhoudscontract Remeha Calenta 28C","2012-07-27"
"Vakantie","Factuur","Vakantie\2012\Vak-2012-HotelNicklas-Holzschlag.pdf","Vak-2012-HotelNicklas-Holzschlag","Hotel Nicklas 31-7-2012 - 2-8-2012","2012-08-02"
"Vakantie","Folder","Vakantie\2012\Vak-2012-Viso-Folder-Furka-Stoom.pdf","Vak-2012-Viso-Folder-Furka-Stoom","Zwitserland - Furka Dampfbahn Bergstrecke","2012-08-01"
"Vakantie","Factuur","Vakantie\2012\Vak-2012-Visp-Camping-Muhleye.pdf","Vak-2012-Visp-Camping-Muhleye","Visp - Camping Muhleye","2012-08-22"
"Vakantie","Factuur","Vakantie\2012\Vak-2012-Visp-Simplonpas-Beleg-Coop.pdf","Vak-2012-Visp-Simplonpas-Beleg-Coop","Visp - COOP -Bier en Wijn","2012-08-22"
"Vakantie","Overzicht","Vakantie\2012\Vak-2012-Visp-Simplonpas-KaartMetRoute.pdf","Vak-2012-Visp-Simplonpas-KaartMetRoute","Simplonpas - Kaart met Route","2012-08-20"
"Vakantie","Artikel","Vakantie\2012\Vak-MoezelTocht-Margriet-2012.pdf","Vak-MoezelTocht-Margriet-2012","Margriet 13-2012 - Moezeltocht","2012-04-01"
"Sparen","Overzicht","Sparen\2012\Fin-ING-Beleggen-Kwartaaloverzicht(07-2012).pdf","Fin-ING-Beleggen-Kwartaaloverzicht(07-2012)","Kwartaaloverzicht","2012-07-01"
"LG73","Brief","LG73\2012\LG-CV-Onderhoudscontract-Hoekstra-Suwald(8-2012)-AlgVoorwaarden.pdf","LG-CV-Onderhoudscontract-Hoekstra-Suwald(8-2012)-AlgVoorwaarden","Hoekstra Suwald Onderhoudscontract CV - Voorwaarden","2012-08-01"
"Fokke","Formulier","Fokke\2012\FdH-Aanmelding-AVA-(1-9-2012).pdf","FdH-Aanmelding-AVA-(1-9-2012)","Inschrijving AVA (Studiotechnicus)","2012-09-01"
"Software","Bevestiging","Software\2012\Div-FarCry-Licenses-(09-2012).pdf","Div-FarCry-Licenses-(09-2012)","Far-Cry + Far Cry 2 -  Licentie","2012-09-01"
"Verzekering","Overzicht","Verzekering\2012\Fin-LG-Brandverzekering-2013.pdf","Fin-LG-Brandverzekering-2013","Unive - Brandverzekering 2013","2012-10-01"
"LG73","MindMap","LG73\2012\LG-MM-CV-GesprekPietGosse-(4-5-2012).pdf","LG-MM-CV-GesprekPietGosse-(4-5-2012)","CV - Gesprek Piet Gosse Hoekstra","2012-05-03"
"Vakantie","Factuur","Vakantie\2012\Vak-DeVrijbuiter(tent-Rugzak)7-2012.pdf","Vak-DeVrijbuiter(tent-Rugzak)7-2012","Vrijbuiter - Alpine Tent (Rugzak)","2012-08-25"
"LG73","Factuur","LG73\2012\LG-Kassabon-AXA-RaamUitzetter(04-08-2012).pdf","LG-Kassabon-AXA-RaamUitzetter(04-08-2012)","Praxis - AXA Raamuitzetter","2012-08-04"
"Nuts","Brief","Nuts\2012\LG-Nuts-Eneco-ContractEindigtPer(1-10-2012).pdf","LG-Nuts-Eneco-ContractEindigtPer(1-10-2012)","Contract eindigt per 1-10-2012","2012-07-04"
"Nuts","Factuur","Nuts\2012\LG-Nuts-Eneco-EindAfrekening(04-2011-04-2012).pdf","LG-Nuts-Eneco-EindAfrekening(04-2011-04-2012)","Eindafrekening (04-2011 - 04-2012)","2012-07-01"
"Sparen","Overzicht","Sparen\2012\FIN-Beleggen-UitkeringDividend-ING-(28-6-2012).pdf","FIN-Beleggen-UitkeringDividend-ING-(28-6-2012)","Uitkering dividend ING Lion Fund","2012-06-29"
"Apparaat","Factuur","Apparaat\2012\FIN-Documenten-KDE32-HX750-BDP-S790.pdf","FIN-Documenten-KDE32-HX750-BDP-S790","KDE32 - HX750 BDP-S790","2012-12-21"
"Sparen","Brief","Sparen\2012\FIN-ING-WoekerPolis-2012.pdf","FIN-ING-WoekerPolis-2012","ING 30500215 - Geen Woekerpolis","2012-06-14"
"IT-Alg","Tijdschrift","IT-Alg\2012\CT-2012-(jan-Feb)Codify-Windows7Herstel.pdf","CT-2012-(jan-Feb)Codify-Windows7Herstel","CT Codify - Windows7 herstel","2012-02-01"
"IT-Alg","Tijdschrift","IT-Alg\2012\Chip-2012-Darknet-FileZilla.pdf","Chip-2012-Darknet-FileZilla","Chip 2012 Darknet Filezilla","2012-01-01"
"IT-Alg","Tijdschrift","IT-Alg\2012\CT-(10-2012)-Windows7-linux-20jaar.pdf","CT-(10-2012)-Windows7-linux-20jaar","CT - Windows7 - Linux 20 jaar","2012-10-01"
"Sparen","Bevestiging","Sparen\2012\Fin-Levensloop-Mutatie-(3-10-2012).pdf","Fin-Levensloop-Mutatie-(3-10-2012)","Levensloop Mutatie ?","2012-10-03"
"Verzekering","Brief","Verzekering\2012\Fin_Graven-Wijckel-AutoIncasso(24-9-2012).pdf","Fin_Graven-Wijckel-AutoIncasso(24-9-2012)","Wijckel graven auto-incasso","2012-09-24"
"Nuts","Brief","Nuts\2012\FIN-Eneco-NieuweTarieven(10-2012).pdf","FIN-Eneco-NieuweTarieven(10-2012)","Eneco - Tariefwijziging","2012-10-03"
"Werk","MindMap","Werk\2012\PostNL-(9-10-2012)Kick-Off.pdf","PostNL-(9-10-2012)Kick-Off","PostNL - Kick-Off","2012-10-09"
"IT-Alg","Tijdschrift","IT-Alg\2011\CT-2011-(7-8)Virtualisatie.pdf","CT-2011-(7-8)Virtualisatie","CT - Virtualisatie VmWare","2011-07-01"
"IT-Alg","Tijdschrift","IT-Alg\2011\CT-2011-11-Windows8.pdf","CT-2011-11-Windows8","CT Windows8","2011-11-01"
"LG73","Factuur","LG73\2012\Fin-FactuurDennis-LG(21-10-2012).pdf","Fin-FactuurDennis-LG(21-10-2012)","Dennis van der Laan  (Gipsplaten bijkeuken)","2012-10-19"
"Sparen","Overzicht","Sparen\2012\Fin-ING-Beleggen-KwartaalOverzicht(1-7-2012=30-09-2012).pdf","Fin-ING-Beleggen-KwartaalOverzicht(1-7-2012=30-09-2012)","ING - Kwartaaloverzicht Beleggen","2012-10-01"
"Hardware","Factuur","Hardware\2012\Fin-CONRAD(7-11-2012)Atten-HDMI-.pdf","Fin-CONRAD(7-11-2012)Atten-HDMI-","Conrad Atten HDMI Switch","2012-11-01"
"Hardware","Bevestiging","Hardware\2012\Fin-WD-RMA-HDFail(11-2012).pdf","Fin-WD-RMA-HDFail(11-2012)","WD- RMA HD Fail","2012-11-06"
"Auto","Factuur","Auto\2012\GdH-13-SNN-7-Texaco(12-11-2012).pdf","GdH-13-SNN-7-Texaco(12-11-2012)","Texaco Haarlem 13-SNN-7 Verkeerde Diesel","2012-11-12"
"Verzekering","Overzicht","Verzekering\2012\GEZ-ZorgVerzekering(EigenRisico2012)(16-11-2012).pdf","GEZ-ZorgVerzekering(EigenRisico2012)(16-11-2012)","de Friesland - eigen risico 2012","2012-11-16"
"Werk","Bevestiging","Werk\2012\CRH-MasterClass(2011-2012)(Certificaat+Tegel).pdf","CRH-MasterClass(2011-2012)(Certificaat+Tegel)","CRHMasterClass Certificaat en Tegel","2012-06-26"
"Auto","Factuur","Auto\2012\Auto-Faktuur-90-PV-DJ (APK-2012-2013).pdf","Auto-Faktuur-90-PV-DJ (APK-2012-2013)","de Lang (90-PV-DJ) APK","2012-11-29"
"Verzekering","Overzicht","Verzekering\2012\Gez-DeFriesLand(Nota)(1-12-2012).pdf","Gez-DeFriesLand(Nota)(1-12-2012)","De Friesland (Nota)","2012-12-01"
"Verzekering","Brief","Verzekering\2013\Gez-DeFriesLand-PolisBlad2013+WijzigingsFormulier.pdf","Gez-DeFriesLand-PolisBlad2013+WijzigingsFormulier","de Friesland - Polis 2013 + Wijzigingsformulier","2013-11-01"
"Pensioen","Overzicht","Pensioen\2012\Wrk-PensioenOverzicht(1-1-2012).pdf","Wrk-PensioenOverzicht(1-1-2012)","CRH - UPO - Uniform Pensioen Overzicht","2012-06-01"
"Geert","Nostalgie","Geert\2012\GdH-GeluksTickets-PontEarneWald.pdf","GdH-GeluksTickets-PontEarneWald","Pont Earnewald - 777 gelukstickets","2012-07-01"
"Verzekering","Factuur","Verzekering\2013\Fin-Verzekering-Aanspraakelijkheidsverzekering(Unive)2013.pdf","Fin-Verzekering-Aanspraakelijkheidsverzekering(Unive)2013","Unive - Aanspakelijkheidsverzekering","2013-01-01"
"Vakantie","Factuur","Vakantie\2012\Vak-CH(2012)-WandelingBijZermatt(KaartjesGondels).pdf","Vak-CH(2012)-WandelingBijZermatt(KaartjesGondels)","Zermatt (CH) Wandeling bij Zermatt (Gondels) (Furi)","2012-08-21"
"Elektronica","Factuur","Elektronica\2012\Fin-Factuur-EuroCircuits(FPGA)(12-2012).pdf","Fin-Factuur-EuroCircuits(FPGA)(12-2012)","EuroCircuits - FPGA bordje","2012-12-10"
"Gezondheid","Factuur","Gezondheid\2012\Gez-Factuur-Koerts-11-2012.pdf","Gez-Factuur-Koerts-11-2012","Koert - Homeopatische medicijnen via Aarts","2012-11-14"
